Project Name,Package Name,Type Name,Code Smell,Method Name
2021.3,baritone.gradle.task,BaritoneGradleTask,Unutilized Abstraction,
2021.3,baritone.gradle.task,CreateDistTask,Unutilized Abstraction,
2021.3,baritone.gradle.task,ProguardTask,Unutilized Abstraction,
2021.3,baritone.gradle.task,ProguardTask,Broken Hierarchy,
2021.3,baritone.gradle.util,ReobfWrapper,Unutilized Abstraction,
2021.3,baritone.api,BaritoneAPI,Cyclic-Dependent Modularization,
2021.3,baritone.api,Settings,Deficient Encapsulation,
2021.3,baritone.api,Settings,Cyclic-Dependent Modularization,
2021.3,baritone.api,Setting,Deficient Encapsulation,
2021.3,baritone.api,Setting,Cyclic-Dependent Modularization,
2021.3,baritone.api.behavior,IBehavior,Unnecessary Abstraction,
2021.3,baritone.api.behavior,IBehavior,Unutilized Abstraction,
2021.3,baritone.api.behavior,ILookBehavior,Unutilized Abstraction,
2021.3,baritone.api.behavior,IPathingBehavior,Unutilized Abstraction,
2021.3,baritone.api.cache,IBlockTypeAccess,Unutilized Abstraction,
2021.3,baritone.api.cache,ICachedRegion,Unutilized Abstraction,
2021.3,baritone.api.cache,IContainerMemory,Unutilized Abstraction,
2021.3,baritone.api.cache,IWaypoint,Deficient Encapsulation,
2021.3,baritone.api.cache,IWaypointCollection,Unutilized Abstraction,
2021.3,baritone.api.cache,IWorldProvider,Unutilized Abstraction,
2021.3,baritone.api.cache,IWorldScanner,Unutilized Abstraction,
2021.3,baritone.api.command.argparser,Stateless,Unutilized Abstraction,
2021.3,baritone.api.command.argparser,Stateless,Rebellious Hierarchy,
2021.3,baritone.api.command.argparser,Stated,Unutilized Abstraction,
2021.3,baritone.api.command.argparser,Stated,Rebellious Hierarchy,
2021.3,baritone.api.command.argparser,IArgParserManager,Unutilized Abstraction,
2021.3,baritone.api.command.argument,IArgConsumer,Insufficient Modularization,
2021.3,baritone.api.command,IBaritoneChatControl,Unnecessary Abstraction,
2021.3,baritone.api.command,IBaritoneChatControl,Unutilized Abstraction,
2021.3,baritone.api.command,ICommandSystem,Unutilized Abstraction,
2021.3,baritone.api.command.datatypes,IDatatype,Unutilized Abstraction,
2021.3,baritone.api.command.datatypes,IDatatypeFor,Unutilized Abstraction,
2021.3,baritone.api.command.datatypes,IDatatypePost,Unutilized Abstraction,
2021.3,baritone.api.command.datatypes,IDatatypePostFunction,Unutilized Abstraction,
2021.3,baritone.api.command.exception,CommandErrorMessageException,Unutilized Abstraction,
2021.3,baritone.api.command.exception,CommandException,Unutilized Abstraction,
