Project Name,Package Name,Type Name,Code Smell,Method Name
2018.6,com.graphhopper.routing.util,NoTurnCostsEncoder,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,AbstractBikeFlagEncoderTester,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,AbstractFlagEncoderTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,Bike2WeightFlagEncoderTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,Bike2WeightFlagEncoderTest,Broken Hierarchy,
2018.6,com.graphhopper.routing.util,BikeFlagEncoderTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,Car4WDFlagEncoderTest,Imperative Abstraction,
2018.6,com.graphhopper.routing.util,Car4WDFlagEncoderTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,CarFlagEncoderTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,CarFlagEncoderTest,Insufficient Modularization,
2018.6,com.graphhopper.routing.util,DataFlagEncoderTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,DataFlagEncoderTest,Insufficient Modularization,
2018.6,com.graphhopper.routing.util,EncodedDoubleValueTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,EncodedValueTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,EncodingManagerTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,EncodingManagerTest,Deficient Encapsulation,
2018.6,com.graphhopper.routing.util,FootFlagEncoderTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,HikeFlagEncoderTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,MotorcycleFlagEncoderTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,MountainBikeFlagEncoderTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,NameSimilarityEdgeFilterTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util,RacingBikeFlagEncoderTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,AngleCalc,Cyclic-Dependent Modularization,
2018.6,com.graphhopper.util,DistanceCalcEarth,Deficient Encapsulation,
2018.6,com.graphhopper.util,FinishInstruction,Unutilized Abstraction,
2018.6,com.graphhopper.util,Helper,Multifaceted Abstraction,
2018.6,com.graphhopper.util,Helper,Deficient Encapsulation,
2018.6,com.graphhopper.util,Helper,Cyclic-Dependent Modularization,
2018.6,com.graphhopper.util,Helper,Insufficient Modularization,
2018.6,com.graphhopper.util,Instruction,Deficient Encapsulation,
2018.6,com.graphhopper.util,InstructionAnnotation,Deficient Encapsulation,
2018.6,com.graphhopper.util,Parameters,Deficient Encapsulation,
2018.6,com.graphhopper.util,Parameters,Broken Modularization,
2018.6,com.graphhopper.util,Algorithms,Deficient Encapsulation,
2018.6,com.graphhopper.util,Algorithms,Broken Modularization,
2018.6,com.graphhopper.util,AltRoute,Unnecessary Abstraction,
2018.6,com.graphhopper.util,AltRoute,Unutilized Abstraction,
2018.6,com.graphhopper.util,AltRoute,Deficient Encapsulation,
2018.6,com.graphhopper.util,AStar,Unnecessary Abstraction,
2018.6,com.graphhopper.util,AStar,Deficient Encapsulation,
2018.6,com.graphhopper.util,AStarBi,Unnecessary Abstraction,
2018.6,com.graphhopper.util,AStarBi,Unutilized Abstraction,
2018.6,com.graphhopper.util,AStarBi,Deficient Encapsulation,
2018.6,com.graphhopper.util,RoundTrip,Unnecessary Abstraction,
2018.6,com.graphhopper.util,RoundTrip,Deficient Encapsulation,
2018.6,com.graphhopper.util,Routing,Deficient Encapsulation,
2018.6,com.graphhopper.util,Routing,Broken Modularization,
2018.6,com.graphhopper.util,CH,Unnecessary Abstraction,
2018.6,com.graphhopper.util,CH,Deficient Encapsulation,
2018.6,com.graphhopper.util,Landmark,Deficient Encapsulation,
2018.6,com.graphhopper.util,Landmark,Broken Modularization,
2018.6,com.graphhopper.util,NON_CH,Unnecessary Abstraction,
2018.6,com.graphhopper.util,NON_CH,Unutilized Abstraction,
2018.6,com.graphhopper.util,NON_CH,Deficient Encapsulation,
2018.6,com.graphhopper.util,DETAILS,Deficient Encapsulation,
2018.6,com.graphhopper.util,DETAILS,Broken Modularization,
2018.6,com.graphhopper.util,PT,Unutilized Abstraction,
2018.6,com.graphhopper.util,PT,Deficient Encapsulation,
2018.6,com.graphhopper.util,PT,Broken Modularization,
2018.6,com.graphhopper.util,PointList,Deficient Encapsulation,
2018.6,com.graphhopper.util,PointList,Insufficient Modularization,
2018.6,com.graphhopper.util,ShallowImmutablePointList,Unutilized Abstraction,
2018.6,com.graphhopper.util,ShallowImmutablePointList,Insufficient Modularization,
2018.6,com.graphhopper.util,AngleCalcTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,DistanceCalcEarthTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,FinishInstructionTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,GHRequestTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,GHResponseTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,HelperTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,InstructionTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,PMapTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,PointListTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,BitUtil,Deficient Encapsulation,
2018.6,com.graphhopper.util,BitUtil,Insufficient Modularization,
2018.6,com.graphhopper.util,BitUtilBig,Unutilized Abstraction,
2018.6,com.graphhopper.util,BitUtilLittle,Unutilized Abstraction,
2018.6,com.graphhopper.util,BreadthFirstSearch,Unutilized Abstraction,
2018.6,com.graphhopper.util,CHEdgeExplorer,Rebellious Hierarchy,
2018.6,com.graphhopper.util,CHEdgeIterator,Unnecessary Abstraction,
2018.6,com.graphhopper.util,Constants,Deficient Encapsulation,
2018.6,com.graphhopper.util,DepthFirstSearch,Unutilized Abstraction,
2018.6,com.graphhopper.util,DistanceCalc2D,Unutilized Abstraction,
2018.6,com.graphhopper.util,EdgeIterator,Broken Hierarchy,
2018.6,com.graphhopper.util,Edge,Unutilized Abstraction,
2018.6,com.graphhopper.util,GHUtility,Insufficient Modularization,
2018.6,com.graphhopper.util,DisabledEdgeIterator,Unutilized Abstraction,
2018.6,com.graphhopper.util,DisabledEdgeIterator,Broken Hierarchy,
2018.6,com.graphhopper.util,DisabledEdgeIterator,Insufficient Modularization,
2018.6,com.graphhopper.util,Unzipper,Unutilized Abstraction,
2018.6,com.graphhopper.util,XFirstSearch,Unutilized Abstraction,
2018.6,com.graphhopper.util,AbstractBitUtilTester,Unutilized Abstraction,
2018.6,com.graphhopper.util,BitUtilBigTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,BitUtilBigTest,Broken Hierarchy,
2018.6,com.graphhopper.util,BitUtilLittleTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,BitUtilLittleTest,Broken Hierarchy,
2018.6,com.graphhopper.util,BreadthFirstSearchTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,CHEdgeIteratorTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,DepthFirstSearchTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,DouglasPeuckerTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,GHUtilityTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,InstructionListTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,PathSimplificationTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,SimpleIntDequeTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,TranslationMapTest,Deficient Encapsulation,
2018.6,com.graphhopper.util,UnzipperTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,InstructionListRepresentationTest,Unutilized Abstraction,
2018.6,com.graphhopper.util,InstructionListRepresentationTest,Deficient Encapsulation,
2018.6,com.graphhopper.util.details,AbstractPathDetailsBuilder,Unutilized Abstraction,
2018.6,com.graphhopper.util.details,AverageSpeedDetails,Unutilized Abstraction,
2018.6,com.graphhopper.util.details,DistanceDetails,Unutilized Abstraction,
2018.6,com.graphhopper.util.details,EdgeIdDetails,Unutilized Abstraction,
2018.6,com.graphhopper.util.details,PathDetailsBuilder,Unutilized Abstraction,
2018.6,com.graphhopper.util.details,PathDetailsFromEdges,Unutilized Abstraction,
2018.6,com.graphhopper.util.details,StreetNameDetails,Unutilized Abstraction,
2018.6,com.graphhopper.util.details,TimeDetails,Unutilized Abstraction,
2018.6,com.graphhopper.util.exceptions,ConnectionNotFoundException,Unutilized Abstraction,
2018.6,com.graphhopper.util.exceptions,ConnectionNotFoundException,Broken Hierarchy,
2018.6,com.graphhopper.util.exceptions,DetailedIllegalArgumentException,Unutilized Abstraction,
2018.6,com.graphhopper.util.exceptions,DetailedRuntimeException,Unutilized Abstraction,
2018.6,com.graphhopper.util.exceptions,GHException,Unutilized Abstraction,
2018.6,com.graphhopper.util.exceptions,PointDistanceExceededException,Unutilized Abstraction,
2018.6,com.graphhopper.util.exceptions,PointDistanceExceededException,Broken Hierarchy,
2018.6,com.graphhopper.util.exceptions,PointNotFoundException,Unutilized Abstraction,
2018.6,com.graphhopper.util.exceptions,PointOutOfBoundsException,Unutilized Abstraction,
2018.6,com.graphhopper.util.exceptions,PointOutOfBoundsException,Broken Hierarchy,
2018.6,com.graphhopper.util.shapes,BBox,Deficient Encapsulation,
2018.6,com.graphhopper.util.shapes,BBox,Unexploited Encapsulation,
2018.6,com.graphhopper.util.shapes,BBox,Missing Hierarchy,
2018.6,com.graphhopper.util.shapes,BBox,Cyclic-Dependent Modularization,
2018.6,com.graphhopper.util.shapes,BBox,Insufficient Modularization,
2018.6,com.graphhopper.util.shapes,Circle,Unexploited Encapsulation,
2018.6,com.graphhopper.util.shapes,Circle,Missing Hierarchy,
2018.6,com.graphhopper.util.shapes,Circle,Cyclic-Dependent Modularization,
2018.6,com.graphhopper.util.shapes,GHPoint,Deficient Encapsulation,
2018.6,com.graphhopper.util.shapes,GHPoint3D,Deficient Encapsulation,
2018.6,com.graphhopper.util.shapes,BBoxTest,Unutilized Abstraction,
2018.6,com.graphhopper.util.shapes,CircleTest,Unutilized Abstraction,
2018.6,com.graphhopper.util.shapes,GHPoint3DTest,Unutilized Abstraction,
2018.6,com.graphhopper.util.shapes,GHPointTest,Unutilized Abstraction,
2018.6,com.graphhopper.util.shapes,PolygonTest,Unutilized Abstraction,
2018.6,com.graphhopper.api,GHMatrixBatchRequester,Unutilized Abstraction,
2018.6,com.graphhopper.api,GHMatrixSyncRequester,Unutilized Abstraction,
2018.6,com.graphhopper.api,GHMRequest,Insufficient Modularization,
2018.6,com.graphhopper.api,GoogleMatrixSyncRequester,Unutilized Abstraction,
2018.6,com.graphhopper.api,GraphHopperMatrixWeb,Deficient Encapsulation,
2018.6,com.graphhopper.api,GraphHopperWeb,Deficient Encapsulation,
2018.6,com.graphhopper.api,AbstractGraphHopperMatrixWebIntegrationTester,Unutilized Abstraction,
2018.6,com.graphhopper.api,GHMatrixBatchTest,Unutilized Abstraction,
2018.6,com.graphhopper.api,GHMatrixSyncTest,Unutilized Abstraction,
2018.6,com.graphhopper.api,GoogleMatrixSyncRequesterTest,Unutilized Abstraction,
2018.6,com.graphhopper.api,GraphHopperGeocodingIT,Unutilized Abstraction,
2018.6,com.graphhopper.api,GraphHopperMatrixBatchIT,Unutilized Abstraction,
2018.6,com.graphhopper.api,GraphHopperMatrixGoogleIT,Unutilized Abstraction,
2018.6,com.graphhopper.api,GraphHopperMatrixSyncIT,Unutilized Abstraction,
2018.6,com.graphhopper.api,GraphHopperWebIT,Deficient Encapsulation,
2018.6,com.graphhopper.api.model,GHGeocodingEntry,Insufficient Modularization,
2018.6,com.graphhopper.apache.commons.collections,IntDoubleBinaryHeapTest,Unutilized Abstraction,
2018.6,com.graphhopper.apache.commons.lang3,StringUtilsTest,Unutilized Abstraction,
2018.6,com.graphhopper.coll,BTreeEntry,Unutilized Abstraction,
2018.6,com.graphhopper.coll,GHLongObjectHashMap,Unutilized Abstraction,
2018.6,com.graphhopper.coll,GHTBitSet,Unutilized Abstraction,
2018.6,com.graphhopper.coll,AbstractBinHeapTest,Unutilized Abstraction,
2018.6,com.graphhopper.coll,AbstractMyBitSetTest,Unutilized Abstraction,
2018.6,com.graphhopper.coll,BitSetImplTest,Unutilized Abstraction,
2018.6,com.graphhopper.coll,CompressedArrayTest,Unutilized Abstraction,
2018.6,com.graphhopper.coll,GHIntArrayListTest,Unutilized Abstraction,
2018.6,com.graphhopper.coll,GHLongIntBTreeTest,Unutilized Abstraction,
2018.6,com.graphhopper.coll,GHSortedCollectionTest,Unutilized Abstraction,
2018.6,com.graphhopper.coll,GHTBitSetTest,Unutilized Abstraction,
2018.6,com.graphhopper.coll,GHTreeMapComposedTest,Unutilized Abstraction,
2018.6,com.graphhopper.coll,OSMIDMapTest,Unutilized Abstraction,
2018.6,com.graphhopper.geohash,LinearKeyAlgoTest,Unutilized Abstraction,
2018.6,com.graphhopper.geohash,SpatialKeyAlgoTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader,PillarInfo,Unutilized Abstraction,
2018.6,com.graphhopper.reader,ReaderElement,Deficient Encapsulation,
2018.6,com.graphhopper.reader,ReaderRelation,Deficient Encapsulation,
2018.6,com.graphhopper.reader,Member,Deficient Encapsulation,
2018.6,com.graphhopper.reader,OSMElementTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader,OSMNodeTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader,PrincetonReader,Unutilized Abstraction,
2018.6,com.graphhopper.reader,PrincetonReaderTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,AbstractElevationProvider,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,AbstractSRTMElevationProvider,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,AbstractTiffElevationProvider,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,BridgeElevationInterpolator,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,BridgeElevationInterpolator,Broken Hierarchy,
2018.6,com.graphhopper.reader.dem,CGIARProvider,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,CGIARProvider,Broken Hierarchy,
2018.6,com.graphhopper.reader.dem,ElevationInterpolator,Deficient Encapsulation,
2018.6,com.graphhopper.reader.dem,GMTEDProvider,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,GMTEDProvider,Broken Hierarchy,
2018.6,com.graphhopper.reader.dem,SRTMGL1Provider,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,SRTMGL1Provider,Broken Hierarchy,
2018.6,com.graphhopper.reader.dem,SRTMProvider,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,SRTMProvider,Broken Hierarchy,
2018.6,com.graphhopper.reader.dem,TunnelElevationInterpolator,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,TunnelElevationInterpolator,Broken Hierarchy,
2018.6,com.graphhopper.reader.dem,AbstractEdgeElevationInterpolatorTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,BridgeElevationInterpolatorTest,Imperative Abstraction,
2018.6,com.graphhopper.reader.dem,BridgeElevationInterpolatorTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,BridgeElevationInterpolatorTest,Broken Hierarchy,
2018.6,com.graphhopper.reader.dem,CGIARProviderTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,ElevationInterpolatorTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,GMTEDProviderTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,GraphElevationSmoothingTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,HeightTileTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,MultiSourceElevationProviderTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,SRTMGL1ProviderTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,SRTMProviderTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,TunnelElevationInterpolatorTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.dem,TunnelElevationInterpolatorTest,Broken Hierarchy,
2018.6,com.graphhopper.reader.osm.conditional,ConditionalOSMTagInspector,Unutilized Abstraction,
2018.6,com.graphhopper.reader.osm.conditional,ParsedCalendar,Deficient Encapsulation,
2018.6,com.graphhopper.reader.osm.conditional,CalendarBasedTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.osm.conditional,ConditionalOSMTagInspectorTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.osm.conditional,ConditionalOSMTagInspectorTest,Broken Hierarchy,
2018.6,com.graphhopper.reader.osm.conditional,ConditionalParserTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.osm.conditional,ConditionalParserTest,Broken Hierarchy,
2018.6,com.graphhopper.reader.osm.conditional,DateRangeParserTest,Unutilized Abstraction,
2018.6,com.graphhopper.reader.osm.conditional,DateRangeParserTest,Broken Hierarchy,
2018.6,com.graphhopper.routing,AbstractBidirAlgo,Unutilized Abstraction,
2018.6,com.graphhopper.routing,AbstractBidirAlgo,Broken Hierarchy,
2018.6,com.graphhopper.routing,AbstractBidirAlgo,Insufficient Modularization,
2018.6,com.graphhopper.routing,AbstractRoutingAlgorithm,Unutilized Abstraction,
2018.6,com.graphhopper.routing,AlgorithmOptions,Cyclic-Dependent Modularization,
2018.6,com.graphhopper.routing,Builder,Cyclic-Dependent Modularization,
2018.6,com.graphhopper.routing,AlternativeRoute,Cyclic-Dependent Modularization,
2018.6,com.graphhopper.routing,AlternativeRoute,Insufficient Modularization,
2018.6,com.graphhopper.routing,AlternativeBidirSearch,Broken Hierarchy,
2018.6,com.graphhopper.routing,AlternativeBidirSearch,Cyclic-Dependent Modularization,
2018.6,com.graphhopper.routing,PlateauInfo,Unutilized Abstraction,
2018.6,com.graphhopper.routing,AStar,Unutilized Abstraction,
2018.6,com.graphhopper.routing,AStarBidirection,Broken Hierarchy,
2018.6,com.graphhopper.routing,AStarBidirectionCH,Unutilized Abstraction,
2018.6,com.graphhopper.routing,Dijkstra,Unutilized Abstraction,
2018.6,com.graphhopper.routing,DijkstraBidirectionCH,Unutilized Abstraction,
2018.6,com.graphhopper.routing,DijkstraBidirectionCHNoSOD,Unutilized Abstraction,
2018.6,com.graphhopper.routing,DijkstraBidirectionRef,Broken Hierarchy,
2018.6,com.graphhopper.routing,DijkstraOneToMany,Unutilized Abstraction,
2018.6,com.graphhopper.routing,Path,Insufficient Modularization,
2018.6,com.graphhopper.routing,QueryGraph,Insufficient Modularization,
2018.6,com.graphhopper.routing,QueryGraphTurnExt,Unutilized Abstraction,
2018.6,com.graphhopper.routing,RecalculationHook,Unutilized Abstraction,
2018.6,com.graphhopper.routing,VirtualEdgeIterator,Insufficient Modularization,
2018.6,com.graphhopper.routing,VirtualEdgeIteratorState,Insufficient Modularization,
2018.6,com.graphhopper.routing,AbstractRoutingAlgorithmTester,Insufficient Modularization,
2018.6,com.graphhopper.routing,AlternativeRouteTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing,AStarBidirectionTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing,AStarTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing,DijkstraBidirectionCHTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing,DijkstraBidirectionRefTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing,DijkstraTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing,PathBidirRefTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing,PathTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing,PathTest,Insufficient Modularization,
2018.6,com.graphhopper.routing,RoundaboutGraph,Deficient Encapsulation,
2018.6,com.graphhopper.routing,QueryGraphTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing,QueryGraphTest,Insufficient Modularization,
2018.6,com.graphhopper.routing,RoutingAlgorithmWithOSMIT,Unutilized Abstraction,
2018.6,com.graphhopper.routing,RoutingAlgorithmWithOSMIT,Insufficient Modularization,
2018.6,com.graphhopper.routing.ch,CHAlgoFactoryDecorator,Insufficient Modularization,
2018.6,com.graphhopper.routing.ch,NodeContractor,Insufficient Modularization,
2018.6,com.graphhopper.routing.ch,CalcShortcutHandler,Unutilized Abstraction,
2018.6,com.graphhopper.routing.ch,AddShortcutHandler,Unutilized Abstraction,
2018.6,com.graphhopper.routing.ch,CalcShortcutsResult,Unnecessary Abstraction,
2018.6,com.graphhopper.routing.ch,Path4CH,Unutilized Abstraction,
2018.6,com.graphhopper.routing.ch,CHAlgoFactoryDecoratorTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.ch,NodeContractorTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.ch,Shortcut,Unutilized Abstraction,
2018.6,com.graphhopper.routing.ch,PrepareEncoderTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.lm,LandmarkStorage,Cyclic-Dependent Modularization,
2018.6,com.graphhopper.routing.lm,LandmarkStorage,Insufficient Modularization,
2018.6,com.graphhopper.routing.lm,LandmarkExplorer,Cyclic-Dependent Modularization,
2018.6,com.graphhopper.routing.lm,RequireBothDirectionsEdgeFilter,Unutilized Abstraction,
2018.6,com.graphhopper.routing.lm,BlockedEdgesFilter,Unutilized Abstraction,
2018.6,com.graphhopper.routing.lm,LMAlgoFactoryDecorator,Insufficient Modularization,
2018.6,com.graphhopper.routing.lm,LMRAFactory,Unutilized Abstraction,
2018.6,com.graphhopper.routing.lm,LMApproximator,Unutilized Abstraction,
2018.6,com.graphhopper.routing.lm,LandmarkStorageTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.lm,LMAlgoFactoryDecoratorTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.lm,PrepareLandmarksTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.subnetwork,SubnetworkStorageTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.template,AbstractRoutingTemplate,Unutilized Abstraction,
2018.6,com.graphhopper.routing.template,AlternativeRoutingTemplate,Unutilized Abstraction,
2018.6,com.graphhopper.routing.template,RoundTripRoutingTemplate,Broken Hierarchy,
2018.6,com.graphhopper.routing.template,ViaRoutingTemplate,Unutilized Abstraction,
2018.6,com.graphhopper.routing.template,ViaRoutingTemplate,Broken Hierarchy,
2018.6,com.graphhopper.routing.template,RoundTripRoutingTemplateTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util.spatialrules,AbstractSpatialRule,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util.spatialrules,CountriesSpatialRuleFactory,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util.spatialrules,CountriesSpatialRuleFactory,Broken Hierarchy,
2018.6,com.graphhopper.routing.util.spatialrules,DefaultSpatialRule,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util.spatialrules,DefaultSpatialRule,Broken Hierarchy,
2018.6,com.graphhopper.routing.util.spatialrules,SpatialRuleLookupArrayTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util.spatialrules,SpatialRuleLookupBuilderTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util.tour,MultiPointTour,Unutilized Abstraction,
2018.6,com.graphhopper.routing.util.tour,SinglePointTourTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.weighting,AbstractAdjustedWeighting,Unutilized Abstraction,
2018.6,com.graphhopper.routing.weighting,AvoidEdgesWeighting,Unutilized Abstraction,
2018.6,com.graphhopper.routing.weighting,AvoidEdgesWeighting,Broken Hierarchy,
2018.6,com.graphhopper.routing.weighting,BlockAreaWeighting,Unutilized Abstraction,
2018.6,com.graphhopper.routing.weighting,BlockAreaWeighting,Broken Hierarchy,
2018.6,com.graphhopper.routing.weighting,CurvatureWeighting,Unutilized Abstraction,
2018.6,com.graphhopper.routing.weighting,GenericWeighting,Deficient Encapsulation,
2018.6,com.graphhopper.routing.weighting,PriorityWeighting,Deficient Encapsulation,
2018.6,com.graphhopper.routing.weighting,ShortestWeighting,Broken Hierarchy,
2018.6,com.graphhopper.routing.weighting,ShortFastestWeighting,Unutilized Abstraction,
2018.6,com.graphhopper.routing.weighting,AbstractWeightingTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.weighting,BlockAreaWeightingTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.weighting,FastestWeightingTest,Unutilized Abstraction,
2018.6,com.graphhopper.routing.weighting,GenericWeightingTest,Unutilized Abstraction,
